state,date,tot_cases,new_cases,tot_deaths,new_deaths,1st_dose,2nd_dose,discharge_variable,patient_variable,discharge_n,mortality_rate,LOS
Mississippi,Jan-2021,997633,55617,21883,1170,72150,72150,Surgical Inpatient Stays,Age: 45-64 years,"1,339",4.3,7.5
Mississippi,Jan-2021,997633,55617,21883,1170,72150,72150,Surgical Inpatient Stays,Age: 65-79 years,"1,188",6.3,7.8
Mississippi,Jan-2021,997633,55617,21883,1170,72150,72150,Surgical Inpatient Stays,Age: 80+ years,365,7.9,8.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Admissions Through the ED*,Age: 0-17 years,494,0.0,4.6
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,849",1.5,4.8
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Admissions Through the ED*,Age: 45-64 years,"4,734",2.6,5.5
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Admissions Through the ED*,Age: 65-79 years,"4,674",4.3,5.6
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Admissions Through the ED*,Age: 80+ years,"2,588",5.0,5.2
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,All Inpatient Stays,Age: 0-17 years,"3,541",0.6,4.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,All Inpatient Stays,Age: 18-44 years,"6,395",0.7,3.8
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,All Inpatient Stays,Age: 45-64 years,"6,458",2.4,5.6
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,All Inpatient Stays,Age: 65-79 years,"6,717",3.8,6.2
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,All Inpatient Stays,Age: 80+ years,"3,606",4.8,6.2
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,COVID-19-Related Inpatient Stays,Age: 18-44 years,120,0.0,7.4
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,COVID-19-Related Inpatient Stays,Age: 45-64 years,172,11.0,10.6
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,COVID-19-Related Inpatient Stays,Age: 65-79 years,142,10.6,8.5
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,COVID-19-Related Inpatient Stays,Age: 80+ years,38,0.0,7.8
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Elective Inpatient Admissions*,Age: 0-17 years,192,0.0,3.9
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Elective Inpatient Admissions*,Age: 18-44 years,470,0.0,3.8
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Elective Inpatient Admissions*,Age: 45-64 years,981,0.0,5.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Elective Inpatient Admissions*,Age: 65-79 years,"1,255",1.8,7.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Elective Inpatient Admissions*,Age: 80+ years,545,3.3,9.7
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Injury-Related Inpatient Stays,Age: 0-17 years,69,0.0,6.3
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Injury-Related Inpatient Stays,Age: 18-44 years,265,0.0,5.5
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Injury-Related Inpatient Stays,Age: 45-64 years,241,0.0,6.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Injury-Related Inpatient Stays,Age: 65-79 years,327,0.0,6.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Injury-Related Inpatient Stays,Age: 80+ years,271,0.0,5.7
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,82,0.0,7.3
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,690,0.0,5.5
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,436,0.0,6.9
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,190,0.0,10.9
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,82,0.0,11.2
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Other Medical Inpatient Stays,Age: 0-17 years,483,0.0,3.3
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Other Medical Inpatient Stays,Age: 18-44 years,"1,973",1.6,4.3
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Other Medical Inpatient Stays,Age: 45-64 years,"4,131",2.9,5.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Other Medical Inpatient Stays,Age: 65-79 years,"4,720",4.0,6.0
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Other Medical Inpatient Stays,Age: 80+ years,"2,739",5.2,6.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Surgical Inpatient Stays,Age: 0-17 years,125,0.0,5.7
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Surgical Inpatient Stays,Age: 18-44 years,666,0.0,5.7
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Surgical Inpatient Stays,Age: 45-64 years,"1,647",2.2,6.3
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Surgical Inpatient Stays,Age: 65-79 years,"1,480",4.1,6.1
Mississippi,Jun-2021,1598110,4700,36839,111,133380,133380,Surgical Inpatient Stays,Age: 80+ years,514,4.5,6.4
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Admissions Through the ED*,Age: 0-17 years,373,0.0,4.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,788",1.0,4.9
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Admissions Through the ED*,Age: 45-64 years,"4,848",3.5,5.9
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Admissions Through the ED*,Age: 65-79 years,"4,854",5.1,6.1
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Admissions Through the ED*,Age: 80+ years,"2,604",6.0,5.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,All Inpatient Stays,Age: 0-17 years,"3,433",0.4,4.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,All Inpatient Stays,Age: 18-44 years,"6,351",0.5,3.8
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,All Inpatient Stays,Age: 45-64 years,"6,708",3.2,6.1
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,All Inpatient Stays,Age: 65-79 years,"7,034",4.6,6.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,All Inpatient Stays,Age: 80+ years,"3,695",5.6,6.7
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,COVID-19-Related Inpatient Stays,Age: 18-44 years,154,0.0,7.3
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,COVID-19-Related Inpatient Stays,Age: 45-64 years,449,8.9,10.7
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,COVID-19-Related Inpatient Stays,Age: 65-79 years,455,15.8,12.5
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,COVID-19-Related Inpatient Stays,Age: 80+ years,182,12.1,10.9
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Elective Inpatient Admissions*,Age: 0-17 years,168,0.0,4.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Elective Inpatient Admissions*,Age: 18-44 years,530,0.0,3.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Elective Inpatient Admissions*,Age: 45-64 years,"1,102",1.2,6.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Elective Inpatient Admissions*,Age: 65-79 years,"1,309",2.6,7.1
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Elective Inpatient Admissions*,Age: 80+ years,626,4.8,9.5
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Influenza-Related Inpatient Stays,Age: 45-64 years,12,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Influenza-Related Inpatient Stays,Age: 65-79 years,13,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Injury-Related Inpatient Stays,Age: 0-17 years,68,0.0,5.4
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Injury-Related Inpatient Stays,Age: 18-44 years,267,0.0,5.1
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Injury-Related Inpatient Stays,Age: 45-64 years,264,0.0,7.4
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Injury-Related Inpatient Stays,Age: 65-79 years,299,0.0,6.2
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Injury-Related Inpatient Stays,Age: 80+ years,307,3.6,5.5
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,143,0.0,6.7
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,730,0.0,5.2
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,440,0.0,6.9
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,209,0.0,10.4
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,94,0.0,10.7
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Other Medical Inpatient Stays,Age: 0-17 years,325,0.0,4.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Other Medical Inpatient Stays,Age: 18-44 years,"1,849",1.0,4.3
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Other Medical Inpatient Stays,Age: 45-64 years,"4,304",3.6,5.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Other Medical Inpatient Stays,Age: 65-79 years,"4,834",5.2,6.3
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Other Medical Inpatient Stays,Age: 80+ years,"2,761",6.0,6.6
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Surgical Inpatient Stays,Age: 0-17 years,102,0.0,5.8
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Surgical Inpatient Stays,Age: 18-44 years,675,0.0,6.1
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Surgical Inpatient Stays,Age: 45-64 years,"1,697",3.2,6.9
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Surgical Inpatient Stays,Age: 65-79 years,"1,692",3.9,7.0
Mississippi,Mar-2021,1504494,13254,34535,427,198900,198900,Surgical Inpatient Stays,Age: 80+ years,533,5.6,7.1
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Admissions Through the ED*,Age: 0-17 years,449,0.0,4.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Admissions Through the ED*,Age: 18-44 years,"2,911",1.4,4.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Admissions Through the ED*,Age: 45-64 years,"4,951",3.4,5.5
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Admissions Through the ED*,Age: 65-79 years,"4,657",4.2,5.5
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Admissions Through the ED*,Age: 80+ years,"2,481",5.1,5.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,All Inpatient Stays,Age: 0-17 years,"3,545",0.4,4.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,All Inpatient Stays,Age: 18-44 years,"6,538",0.8,3.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,All Inpatient Stays,Age: 45-64 years,"6,752",3.1,5.5
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,All Inpatient Stays,Age: 65-79 years,"6,811",3.8,6.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,All Inpatient Stays,Age: 80+ years,"3,526",4.6,6.3
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,COVID-19-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,COVID-19-Related Inpatient Stays,Age: 18-44 years,183,7.7,6.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,COVID-19-Related Inpatient Stays,Age: 45-64 years,260,8.8,8.7
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,COVID-19-Related Inpatient Stays,Age: 65-79 years,217,14.7,8.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,COVID-19-Related Inpatient Stays,Age: 80+ years,72,0.0,7.4
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Elective Inpatient Admissions*,Age: 0-17 years,186,0.0,4.6
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Elective Inpatient Admissions*,Age: 18-44 years,533,0.0,3.7
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Elective Inpatient Admissions*,Age: 45-64 years,"1,044",1.3,5.4
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Elective Inpatient Admissions*,Age: 65-79 years,"1,307",1.8,7.1
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Elective Inpatient Admissions*,Age: 80+ years,567,2.6,10.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Influenza-Related Inpatient Stays,Age: 65-79 years,14,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Injury-Related Inpatient Stays,Age: 0-17 years,77,0.0,5.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Injury-Related Inpatient Stays,Age: 18-44 years,252,0.0,6.4
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Injury-Related Inpatient Stays,Age: 45-64 years,231,0.0,6.6
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Injury-Related Inpatient Stays,Age: 65-79 years,287,3.8,5.7
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Injury-Related Inpatient Stays,Age: 80+ years,255,4.7,5.5
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,118,0.0,6.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,734,0.0,5.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,384,0.0,6.4
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,236,0.0,9.5
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,85,0.0,11.0
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Other Medical Inpatient Stays,Age: 0-17 years,421,0.0,3.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Other Medical Inpatient Stays,Age: 18-44 years,"1,965",1.8,4.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Other Medical Inpatient Stays,Age: 45-64 years,"4,408",3.7,5.1
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Other Medical Inpatient Stays,Age: 65-79 years,"4,624",4.1,5.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Other Medical Inpatient Stays,Age: 80+ years,"2,711",4.6,6.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Surgical Inpatient Stays,Age: 0-17 years,124,0.0,5.6
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Surgical Inpatient Stays,Age: 18-44 years,728,0.0,5.8
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Surgical Inpatient Stays,Age: 45-64 years,"1,726",2.0,6.3
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Surgical Inpatient Stays,Age: 65-79 years,"1,664",3.6,6.2
Mississippi,May-2021,1259814,5705,29034,108,222300,222300,Surgical Inpatient Stays,Age: 80+ years,475,5.1,6.5
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Admissions Through the ED*,Age: 0-17 years,"1,627",0.0,4.5
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Admissions Through the ED*,Age: 18-44 years,"6,757",0.9,4.6
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Admissions Through the ED*,Age: 45-64 years,"10,250",2.3,5.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Admissions Through the ED*,Age: 65-79 years,"10,120",3.5,5.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Admissions Through the ED*,Age: 80+ years,"6,328",5.3,5.2
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,All Inpatient Stays,Age: 0-17 years,"9,436",0.5,4.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,All Inpatient Stays,Age: 18-44 years,"15,491",0.6,3.9
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,All Inpatient Stays,Age: 45-64 years,"15,283",2.2,5.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,All Inpatient Stays,Age: 65-79 years,"15,368",3.3,5.6
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,All Inpatient Stays,Age: 80+ years,"8,357",5.0,5.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,COVID-19-Related Inpatient Stays,Age: 0-17 years,50,0.0,8.7
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,COVID-19-Related Inpatient Stays,Age: 18-44 years,383,0.0,5.7
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,COVID-19-Related Inpatient Stays,Age: 45-64 years,661,6.1,7.9
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,COVID-19-Related Inpatient Stays,Age: 65-79 years,540,9.1,8.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,COVID-19-Related Inpatient Stays,Age: 80+ years,256,15.2,8.1
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Elective Inpatient Admissions*,Age: 0-17 years,793,0.0,6.1
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Elective Inpatient Admissions*,Age: 18-44 years,"1,396",0.0,3.5
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Elective Inpatient Admissions*,Age: 45-64 years,"2,565",0.7,4.6
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Elective Inpatient Admissions*,Age: 65-79 years,"2,913",1.2,5.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Elective Inpatient Admissions*,Age: 80+ years,992,2.6,6.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Influenza-Related Inpatient Stays,Age: 45-64 years,0,0.0,0.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Influenza-Related Inpatient Stays,Age: 65-79 years,0,0.0,0.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Injury-Related Inpatient Stays,Age: 0-17 years,241,0.0,5.3
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Injury-Related Inpatient Stays,Age: 18-44 years,753,2.4,5.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Injury-Related Inpatient Stays,Age: 45-64 years,671,1.9,6.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Injury-Related Inpatient Stays,Age: 65-79 years,830,2.5,5.6
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Injury-Related Inpatient Stays,Age: 80+ years,818,3.5,5.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Stays Related to Mental Health and Substance Use,Age: 0-17 years,949,0.0,7.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Stays Related to Mental Health and Substance Use,Age: 18-44 years,"3,117",0.0,4.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Stays Related to Mental Health and Substance Use,Age: 45-64 years,"1,367",0.0,5.9
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Stays Related to Mental Health and Substance Use,Age: 65-79 years,328,0.0,8.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Inpatient Stays Related to Mental Health and Substance Use,Age: 80+ years,107,0.0,7.4
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Other Medical Inpatient Stays,Age: 0-17 years,"1,757",0.0,3.8
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Other Medical Inpatient Stays,Age: 18-44 years,"4,196",1.3,4.1
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Other Medical Inpatient Stays,Age: 45-64 years,"8,960",2.8,4.9
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Other Medical Inpatient Stays,Age: 65-79 years,"9,860",4.1,5.2
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Other Medical Inpatient Stays,Age: 80+ years,"5,961",5.8,5.3
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Surgical Inpatient Stays,Age: 0-17 years,537,0.0,7.9
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Surgical Inpatient Stays,Age: 18-44 years,"1,672",0.7,5.2
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Surgical Inpatient Stays,Age: 45-64 years,"4,271",1.7,6.1
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Surgical Inpatient Stays,Age: 65-79 years,"4,350",1.9,6.2
Missouri,Apr-2021,2340389,11802,36068,272,347490,347490,Surgical Inpatient Stays,Age: 80+ years,"1,471",3.3,5.8
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Inpatient Admissions Through the ED*,Age: 0-17 years,"1,245",0.0,4.9
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Inpatient Admissions Through the ED*,Age: 18-44 years,"6,157",1.1,5.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Inpatient Admissions Through the ED*,Age: 45-64 years,"10,280",4.0,5.9
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Inpatient Admissions Through the ED*,Age: 65-79 years,"10,748",7.7,6.3
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Inpatient Admissions Through the ED*,Age: 80+ years,"7,348",10.3,6.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,All Inpatient Stays,Age: 0-17 years,"8,742",0.4,5.1
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,All Inpatient Stays,Age: 18-44 years,"14,500",0.7,4.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,All Inpatient Stays,Age: 45-64 years,"15,247",3.7,5.9
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,All Inpatient Stays,Age: 65-79 years,"15,816",7.1,6.3
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,All Inpatient Stays,Age: 80+ years,"9,469",9.9,6.1
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,COVID-19-Related Inpatient Stays,Age: 0-17 years,151,0.0,7.9
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,COVID-19-Related Inpatient Stays,Age: 18-44 years,970,2.3,6.2
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,COVID-19-Related Inpatient Stays,Age: 45-64 years,"2,604",9.2,8.1
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,COVID-19-Related Inpatient Stays,Age: 65-79 years,"3,581",15.5,8.3
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,COVID-19-Related Inpatient Stays,Age: 80+ years,"2,566",20.1,7.4
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Elective Inpatient Admissions*,Age: 0-17 years,696,0.0,7.4
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Elective Inpatient Admissions*,Age: 18-44 years,"1,315",0.0,3.4
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Elective Inpatient Admissions*,Age: 45-64 years,"2,704",0.7,4.2
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Elective Inpatient Admissions*,Age: 65-79 years,"2,700",2.0,5.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Elective Inpatient Admissions*,Age: 80+ years,940,5.4,6.4
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Influenza-Related Inpatient Stays,Age: 0-17 years,0,0.0,0.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Influenza-Related Inpatient Stays,Age: 18-44 years,0,0.0,0.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Influenza-Related Inpatient Stays,Age: 45-64 years,14,0.0,0.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Influenza-Related Inpatient Stays,Age: 65-79 years,15,0.0,0.0
Missouri,Dec-2020,1930139,132482,24737,1867,135525,135525,Influenza-Related Inpatient Stays,Age: 80+ years,0,0.0,0.0
